state,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
New Mexico,0.23263140022090786,0.4313792369101623,0.3264101731879562,0.49924058290560347,0.4151068062140299,0.3965305028948124,0.5827064027810299,0.49857027441525126,0.6487706528330001,0.45615598747041697,0.5096008976555771,0.33939108605916596,0.3416294654398078,0.28548422761998743,0.3254551107208037,0.37358233141738567
New York,0.46830991328246985,0.4569385422101055,0.48973702852213946,0.47681568188203755,0.48525824670516965,0.5296034996856913,0.47172780017576166,0.4905401284221054,0.467853688409129,0.5267094538875071,0.46336444553329037,0.3934195589144167,0.3862074643410354,0.3907587554691388,0.41688010667343234,0.4451115527687795
North Carolina,0.31006476504217484,0.3586053223350614,0.3175314175200327,0.34418789828002067,0.3878137205962039,0.33542749849285225,0.3659266081681191,0.37360711558132087,0.3206925554291011,0.3278071695322823,0.34072582593949136,0.33334306809560554,0.34947947538403135,0.42830224744035256,0.4486547501341949,0.6092514660494164
North Dakota,0.046029964898308066,0.0032289664697974676,0.11009626104706285,0.09817445182304736,0.18874355557423705,0.21283731069870487,0.2941406117470869,0.14705988446573892,0.16882825924226,0.1396636840243952,0.42479622862192273,0.4124263993709669,0.2018190522732942,0.3122050311311949,0.28704392867836165,0.16926769761914984
Ohio,0.2107195250289319,0.2673396941586117,0.27835079090347176,0.261678835933478,0.32027618063260005,0.2950746599123268,0.2956545093516364,0.31534821532626095,0.31696335126180997,0.2800106819307901,0.2943556258377018,0.28666826349611557,0.3224024866534467,0.32691126938781917,0.3928591447437918,0.568614416398
Oklahoma,0.2805154141559569,0.2216319461436703,0.30004884236268053,0.26469847230708027,0.27975912010965326,0.367645609499782,0.4016298108637456,0.3846813602554674,0.4102651998333968,0.33404408754893944,0.38113757298071227,0.38550086399974054,0.3550538139163625,0.33811901232203323,0.4984966464697416,0.4993258480776496
Oregon,0.053699755661810976,0.03402451465578089,0.01970093845400175,0.06320209584921276,0.05021083963326545,0.09149578294284091,0.07001743775850654,0.10837888969226021,0.12885918728133428,0.14702844017491165,0.10669148913123865,0.11684270486979119,0.09764615379544206,0.11316057729214973,0.15007171459343704,0.18504280310109847
Pennsylvania,0.48968993486024354,0.4868754019319924,0.5097279938881539,0.5112753430460473,0.6066609158679183,0.5800616096772694,0.5923699720140156,0.5621508910358546,0.573573934677586,0.567223683545584,0.5395811872299165,0.6252525104298712,0.561193047743999,0.6084835963381238,0.7016907075720425,0.747876553768974
Rhode Island,0.22646610147618165,0.24942707295431654,0.12970192791774413,0.14983383102264694,0.24784729942799205,0.19000797631004882,0.10476273240280973,0.21097002290563757,0.24618796933694384,0.2194581518260732,0.11194423520550097,0.29768144200201996,0.25839430406080083,0.2252533586102201,0.32330860202644107,0.3443297914262159
South Carolina,0.3953928183652784,0.35009419706790806,0.3504666722595148,0.3198532724246112,0.3731293128478324,0.446782134586236,0.43511793467246224,0.352882194786881,0.3795819110928694,0.3161111378827171,0.39852590787910125,0.42659254570664557,0.4094670056694791,0.4370864087183872,0.6106682392710836,0.5326149556347144
South Dakota,0.026303613546874986,0.1053790764163337,0.09405354113600167,0.24337598306895655,0.29137220149098403,0.5196016916046781,0.5477706478557266,0.6575326645287094,0.5108762335220415,0.3334327622154944,0.2763471550627188,0.2760214026385143,0.21006711083415255,0.2512901922439535,0.4287355584206041,0.34110031324763046
Tennessee,0.37007646573298136,0.3746010005917484,0.3379410133505579,0.2954540050287645,0.37045278998427245,0.36533671547902613,0.3450992718640546,0.3572119308875079,0.4521700265418404,0.33379876207000575,0.36290152788656094,0.4074995869099334,0.34880748831412306,0.4092656113732633,0.4725919977542258,0.5990666893805954
Texas,0.2976634592605287,0.2776305026953354,0.30978992915940307,0.29520588091995353,0.31562272050993656,0.32082935589038303,0.3207402238674779,0.311276545518661,0.2906793832357062,0.28481771150142354,0.27131959321145255,0.28300989415577577,0.2861874323891746,0.32254004083140586,0.38772025691880907,0.44640449606942834
Utah,0.12570765069605774,0.045904733415520364,0.08264460527657826,0.04226810867608428,0.07848443762474794,0.0722717408783673,0.09169331051063438,0.03272584423685755,0.027022071629697372,0.0813631210484362,0.07983220181731371,0.08176777575879293,0.07400926270038485,0.14044698583847498,0.08182051894301942,0.14555723368966172
Vermont,0.03138473704647396,0.17136856455111787,0.2377761602738555,0.24240421513539753,0.06537066419877205,0.18826058957652209,0.17302851264513794,0.2315579116070779,0.06207165724239769,0.04965282937967619,0.12285336846921527,0.05510924412641299,0.12155235025455187,0.2213830928297475,0.2432984725559338,0.3347446931701942
Virginia,0.4238872833079835,0.4575052412162973,0.520281610966685,0.48099109526104666,0.5806710685801341,0.5262673496036924,0.5426002281962521,0.46183401638942956,0.47428572541041836,0.5055774460908211,0.40266752371350195,0.44611877794866467,0.4634546853824019,0.5324944605778498,0.6347877198014583,0.8064105459371987
Washington,0.08725804199025322,0.09179552047117895,0.08781779090559402,0.0904927608486814,0.10133671781988819,0.10518495469299312,0.09841573815337219,0.130995307567239,0.13042537219972095,0.08358747131158563,0.09936433346326976,0.15676297388025,0.0934430611669742,0.0999503677976714,0.1558544523727102,0.12820611904438217
West Virginia,0.1827467948389444,0.31258362033600573,0.4110275336569191,0.3339954168354947,0.41156585619221125,0.3959257155988911,0.3212388717954607,0.3314179139594201,0.4341789220333142,0.3057883796833165,0.544754228102569,0.3559963217295234,0.34979043827447515,0.4665648625728843,0.4328022679136684,0.5380273015554452
Wisconsin,0.2504136963390673,0.18387940235811903,0.2530127859659841,0.21813622772168784,0.32030416224888847,0.21227110463255608,0.24478435822462852,0.17840584689097874,0.19356160104486184,0.222846410902764,0.1920842919414723,0.25237656841816947,0.27820682632315813,0.296684467369445,0.5038803467647105,0.4899087846809202
Wyoming,0.06643872683277673,0.17381599905347955,0.15356791824781763,0.09707759920099172,0.16452949079336987,0.15352353632691448,0.32008258325984446,0.1462929190876853,0.13133278331851797,0.07195782439238754,0.31850204924908976,0.21826312795166025,0.29961091474988977,0.3179471372488764,0.32358167128697257,0.4106421279233593
